index,mot,phoneme
2_10_01,tɛnis,ɛ
2_10_01,tɛnis,t
2_10_01,tɛnis,n
2_10_01,wiʃː,i
2_10_01,wiʃː,w
2_10_01,wiʃː,ʃ
2_10_01,a,a
2_10_01,øː,ø
2_10_01,ʁɛ,ɛ
2_10_01,n0,0
2_10_01,n0,n
2_10_01,kø,k
2_10_01,kø,ø
2_10_01,se,e
2_10_01,se,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,se,e
2_10_01,se,s
2_10_01,se,e
2_10_01,se,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,se,e
2_10_01,se,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,akʁɔse,a
2_10_01,akʁɔse,e
2_10_01,akʁɔse,s
2_10_01,akʁɔse,k
2_10_01,akʁɔse,ɔ
2_10_01,se,e
2_10_01,se,s
2_10_01,akʁɔse,a
2_10_01,akʁɔse,e
2_10_01,akʁɔse,s
2_10_01,akʁɔse,k
2_10_01,akʁɔse,ɔ
2_10_01,kɔ,k
2_10_01,kɔ,ɔ
2_10_01,la,a
2_10_01,la,l
2_10_01,yn,n
2_10_01,yn,y
2_10_01,ɔt,t
2_10_01,ɔt,ɔ
2_10_01,se,e
2_10_01,se,s
2_10_01,pa,a
2_10_01,pa,p
2_10_01,kase,a
2_10_01,kase,e
2_10_01,kase,s
2_10_01,kase,k
2_10_01,sɛla,a
2_10_01,sɛla,l
2_10_01,sɛla,s
2_10_01,sɛla,ɛ
2_10_01,ja,a
2_10_01,ja,j
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,ded0,e
2_10_01,ded0,d
2_10_01,ded0,d
2_10_01,ded0,0
2_10_01,yn,n
2_10_01,yn,y
2_10_01,buzi,i
2_10_01,buzi,u
2_10_01,buzi,b
2_10_01,buzi,z
2_10_01,ded0,e
2_10_01,ded0,d
2_10_01,ded0,d
2_10_01,ded0,0
2_10_01,ø,ø
2_10_01,va,a
2_10_01,va,v
2_10_01,la,a
2_10_01,la,l
2_10_01,case,a
2_10_01,case,e
2_10_01,case,s
2_10_01,vwala,a
2_10_01,vwala,a
2_10_01,vwala,l
2_10_01,vwala,v
2_10_01,vwala,w
2_10_01,case,a
2_10_01,case,e
2_10_01,case,s
2_10_01,ja,a
2_10_01,ja,j
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,ded0,e
2_10_01,ded0,d
2_10_01,ded0,d
2_10_01,ded0,0
2_10_01,eː,e
2_10_01,l,l
2_10_01,ɔt,t
2_10_01,ɔt,ɔ
2_10_01,a,a
2_10_01,si,s
2_10_01,si,i
2_10_01,pa,a
2_10_01,pa,p
2_10_01,sɛs,s
2_10_01,sɛs,s
2_10_01,sɛs,ɛ
2_10_01,e,e
2_10_01,pa,a
2_10_01,pa,p
2_10_01,sɛs,s
2_10_01,sɛs,s
2_10_01,sɛs,ɛ
2_10_01,la,a
2_10_01,la,l
2_10_01,n0,0
2_10_01,n0,n
2_10_01,sa,a
2_10_01,sa,s
2_10_01,se,e
2_10_01,se,s
2_10_01,pa,a
2_10_01,pa,p
2_10_01,case,a
2_10_01,case,e
2_10_01,case,s
2_10_01,a,a
2_10_01,te,e
2_10_01,te,t
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,a,a
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,sa,a
2_10_01,sa,s
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,sa,a
2_10_01,sa,s
2_10_01,mwa,a
2_10_01,mwa,m
2_10_01,mwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,se,e
2_10_01,se,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,se,e
2_10_01,se,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,lao,a
2_10_01,lao,l
2_10_01,lao,o
2_10_01,sa,a
2_10_01,sa,s
2_10_01,a,a
2_10_01,we,e
2_10_01,we,w
2_10_01,iː,i
2_10_01,iː,i
2_10_01,a,a
2_10_01,wi,i
2_10_01,wi,w
2_10_01,ɔ,ɔ
2_10_01,je,e
2_10_01,je,j
2_10_01,u,u
2_10_01,ʁakɛt,a
2_10_01,ʁakɛt,ɛ
2_10_01,ʁakɛt,t
2_10_01,ʁakɛt,k
2_10_01,agɔ,a
2_10_01,agɔ,ɔ
2_10_01,agɔ,g
2_10_01,bal1,a
2_10_01,bal1,l
2_10_01,bal1,1
2_10_01,bal1,b
2_10_01,epi,e
2_10_01,epi,i
2_10_01,epi,p
2_10_01,asiʁɔbɔdo,a
2_10_01,asiʁɔbɔdo,s
2_10_01,asiʁɔbɔdo,i
2_10_01,asiʁɔbɔdo,d
2_10_01,asiʁɔbɔdo,o
2_10_01,asiʁɔbɔdo,ɔ
2_10_01,asiʁɔbɔdo,ɔ
2_10_01,asiʁɔbɔdo,b
2_10_01,o,o
2_10_01,bal1,a
2_10_01,bal1,l
2_10_01,bal1,1
2_10_01,bal1,b
2_10_01,ø,ø
2_10_01,ʁus,s
2_10_01,ʁus,u
2_10_01,1,1
2_10_01,zu,u
2_10_01,zu,z
2_10_01,o,o
2_10_01,bal1,a
2_10_01,bal1,l
2_10_01,bal1,1
2_10_01,bal1,b
2_10_01,øgɔ,ɔ
2_10_01,øgɔ,ø
2_10_01,øgɔ,g
2_10_01,3,3
2_10_01,bal1,a
2_10_01,bal1,l
2_10_01,bal1,1
2_10_01,bal1,b
2_10_01,ze,e
2_10_01,ze,z
2_10_01,i,i
2_10_01,ʁul,l
2_10_01,ʁul,u
2_10_01,1,1
2_10_01,zu,u
2_10_01,zu,z
2_10_01,o,o
2_10_01,tinɛt,i
2_10_01,tinɛt,ɛ
2_10_01,tinɛt,t
2_10_01,tinɛt,t
2_10_01,tinɛt,n
2_10_01,tinɛt,i
2_10_01,tinɛt,ɛ
2_10_01,tinɛt,t
2_10_01,tinɛt,t
2_10_01,tinɛt,n
2_10_01,tinɛt,i
2_10_01,tinɛt,ɛ
2_10_01,tinɛt,t
2_10_01,tinɛt,t
2_10_01,tinɛt,n
2_10_01,1,1
2_10_01,zuː,u
2_10_01,zuː,z
2_10_01,se,e
2_10_01,se,s
2_10_01,ma,a
2_10_01,ma,m
2_10_01,tinɛt,i
2_10_01,tinɛt,ɛ
2_10_01,tinɛt,t
2_10_01,tinɛt,t
2_10_01,tinɛt,n
2_10_01,sa,a
2_10_01,sa,s
2_10_01,a,a
2_10_01,kʁwa,a
2_10_01,kʁwa,k
2_10_01,kʁwa,w
2_10_01,se,e
2_10_01,se,s
2_10_01,ma,a
2_10_01,ma,m
2_10_01,titinɛt,i
2_10_01,titinɛt,i
2_10_01,titinɛt,ɛ
2_10_01,titinɛt,t
2_10_01,titinɛt,t
2_10_01,titinɛt,t
2_10_01,titinɛt,n
2_10_01,tututut,t
2_10_01,tututut,t
2_10_01,tututut,t
2_10_01,tututut,t
2_10_01,tututut,u
2_10_01,tututut,u
2_10_01,tututut,u
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,a,a
2_10_01,sɔtɔ,s
2_10_01,sɔtɔ,t
2_10_01,sɔtɔ,ɔ
2_10_01,sɔtɔ,ɔ
2_10_01,la,a
2_10_01,la,l
2_10_01,sɔtɔ,s
2_10_01,sɔtɔ,t
2_10_01,sɔtɔ,ɔ
2_10_01,sɔtɔ,ɔ
2_10_01,mwa,a
2_10_01,mwa,m
2_10_01,mwa,w
2_10_01,se,e
2_10_01,se,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,ʔyk,k
2_10_01,ʔyk,y
2_10_01,a,a
2_10_01,vwatuʁ,a
2_10_01,vwatuʁ,t
2_10_01,vwatuʁ,u
2_10_01,vwatuʁ,v
2_10_01,vwatuʁ,w
2_10_01,pip,i
2_10_01,pip,p
2_10_01,pip,p
2_10_01,kaʁas,a
2_10_01,kaʁas,a
2_10_01,kaʁas,s
2_10_01,kaʁas,k
2_10_01,ynteakaʁas,a
2_10_01,ynteakaʁas,a
2_10_01,ynteakaʁas,a
2_10_01,ynteakaʁas,e
2_10_01,ynteakaʁas,s
2_10_01,ynteakaʁas,t
2_10_01,ynteakaʁas,k
2_10_01,ynteakaʁas,n
2_10_01,ynteakaʁas,y
2_10_01,akamas,a
2_10_01,akamas,a
2_10_01,akamas,a
2_10_01,akamas,s
2_10_01,akamas,k
2_10_01,akamas,m
2_10_01,sepij,e
2_10_01,sepij,s
2_10_01,sepij,i
2_10_01,sepij,p
2_10_01,sepij,j
2_10_01,pistɛʁman,a
2_10_01,pistɛʁman,s
2_10_01,pistɛʁman,i
2_10_01,pistɛʁman,ɛ
2_10_01,pistɛʁman,t
2_10_01,pistɛʁman,p
2_10_01,pistɛʁman,m
2_10_01,pistɛʁman,n
2_10_01,1,1
2_10_01,zu,u
2_10_01,zu,z
2_10_01,o,o
2_10_01,pistɛʁman,a
2_10_01,pistɛʁman,s
2_10_01,pistɛʁman,i
2_10_01,pistɛʁman,ɛ
2_10_01,pistɛʁman,t
2_10_01,pistɛʁman,p
2_10_01,pistɛʁman,m
2_10_01,pistɛʁman,n
2_10_01,1,1
2_10_01,zu,u
2_10_01,zu,z
2_10_01,pɔstɛʁman,a
2_10_01,pɔstɛʁman,s
2_10_01,pɔstɛʁman,ɛ
2_10_01,pɔstɛʁman,t
2_10_01,pɔstɛʁman,p
2_10_01,pɔstɛʁman,m
2_10_01,pɔstɛʁman,n
2_10_01,pɔstɛʁman,ɔ
2_10_01,pistɛʁman,a
2_10_01,pistɛʁman,s
2_10_01,pistɛʁman,i
2_10_01,pistɛʁman,ɛ
2_10_01,pistɛʁman,t
2_10_01,pistɛʁman,p
2_10_01,pistɛʁman,m
2_10_01,pistɛʁman,n
2_10_01,se,e
2_10_01,se,s
2_10_01,3,3
2_10_01,bal1,a
2_10_01,bal1,l
2_10_01,bal1,1
2_10_01,bal1,b
2_10_01,taman,a
2_10_01,taman,a
2_10_01,taman,t
2_10_01,taman,m
2_10_01,taman,n
2_10_01,sa,a
2_10_01,sa,s
2_10_01,vɔl,l
2_10_01,vɔl,v
2_10_01,vɔl,ɔ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,vɔl,l
2_10_01,vɔl,v
2_10_01,vɔl,ɔ
2_10_01,ɔ,ɔ
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,ø,ø
2_10_01,akʁɔse,a
2_10_01,akʁɔse,e
2_10_01,akʁɔse,s
2_10_01,akʁɔse,k
2_10_01,akʁɔse,ɔ
2_10_01,ɛ,ɛ
2_10_01,i,i
2_10_01,la,a
2_10_01,la,l
2_10_01,wi,i
2_10_01,wi,w
2_10_01,dii,i
2_10_01,dii,i
2_10_01,dii,d
2_10_01,laba,a
2_10_01,laba,a
2_10_01,laba,l
2_10_01,laba,b
2_10_01,la,a
2_10_01,la,l
2_10_01,jidø,i
2_10_01,jidø,d
2_10_01,jidø,j
2_10_01,jidø,ø
2_10_01,ʁwa,a
2_10_01,ʁwa,w
2_10_01,va,a
2_10_01,va,v
2_10_01,la,a
2_10_01,la,l
2_10_01,tape,a
2_10_01,tape,e
2_10_01,tape,t
2_10_01,tape,p
2_10_01,amase,a
2_10_01,amase,a
2_10_01,amase,e
2_10_01,amase,s
2_10_01,amase,m
2_10_01,a,a
2_10_01,i,i
2_10_01,case,a
2_10_01,case,e
2_10_01,case,s
2_10_01,e,e
2_10_01,case,a
2_10_01,case,e
2_10_01,case,s
2_10_01,pø,p
2_10_01,pø,ø
2_10_01,pa,a
2_10_01,pa,p
2_10_01,pistɛʁman,a
2_10_01,pistɛʁman,s
2_10_01,pistɛʁman,i
2_10_01,pistɛʁman,ɛ
2_10_01,pistɛʁman,t
2_10_01,pistɛʁman,p
2_10_01,pistɛʁman,m
2_10_01,pistɛʁman,n
2_10_01,wiː,i
2_10_01,wiː,w
2_10_01,kø,k
2_10_01,kø,ø
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,zue,e
2_10_01,zue,u
2_10_01,zue,z
2_10_01,o,o
2_10_01,tyjo,t
2_10_01,tyjo,o
2_10_01,tyjo,y
2_10_01,tyjo,j
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,zue,e
2_10_01,zue,u
2_10_01,zue,z
2_10_01,o,o
2_10_01,tyjo,t
2_10_01,tyjo,o
2_10_01,tyjo,y
2_10_01,tyjo,j
2_10_01,wi,i
2_10_01,wi,w
2_10_01,o,o
2_10_01,tijo,i
2_10_01,tijo,t
2_10_01,tijo,o
2_10_01,tijo,j
2_10_01,e,e
2_10_01,si,s
2_10_01,si,i
2_10_01,e,e
2_10_01,ve,e
2_10_01,ve,v
2_10_01,ø,ø
2_10_01,ø,ø
2_10_01,flœʁ,l
2_10_01,flœʁ,f
2_10_01,flœʁ,œ
2_10_01,0kɔʁ,k
2_10_01,0kɔʁ,0
2_10_01,0kɔʁ,ɔ
2_10_01,0kɔʁ,k
2_10_01,0kɔʁ,0
2_10_01,0kɔʁ,ɔ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,ɛ,ɛ
2_10_01,ma,a
2_10_01,ma,m
2_10_01,pɛl,l
2_10_01,pɛl,ɛ
2_10_01,pɛl,p
2_10_01,sa,a
2_10_01,sa,s
2_10_01,da,a
2_10_01,da,d
2_10_01,pɛl,l
2_10_01,pɛl,ɛ
2_10_01,pɛl,p
2_10_01,gwa,a
2_10_01,gwa,w
2_10_01,gwa,g
2_10_01,se,e
2_10_01,se,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,se,e
2_10_01,se,s
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,kuuwe,e
2_10_01,kuuwe,k
2_10_01,kuuwe,u
2_10_01,kuuwe,u
2_10_01,kuuwe,w
2_10_01,i,i
2_10_01,kul,l
2_10_01,kul,k
2_10_01,kul,u
2_10_01,ko,k
2_10_01,ko,o
2_10_01,sa,a
2_10_01,sa,s
2_10_01,did0,i
2_10_01,did0,d
2_10_01,did0,d
2_10_01,did0,0
2_10_01,y,y
2_10_01,tə,ə
2_10_01,tə,t
2_10_01,l,l
2_10_01,o,o
2_10_01,va,a
2_10_01,va,v
2_10_01,met,e
2_10_01,met,t
2_10_01,met,m
2_10_01,tə,ə
2_10_01,tə,t
2_10_01,l,l
2_10_01,o,o
2_10_01,la,a
2_10_01,la,l
2_10_01,de,e
2_10_01,de,d
2_10_01,l,l
2_10_01,o,o
2_10_01,ki,i
2_10_01,ki,k
2_10_01,pik,i
2_10_01,pik,k
2_10_01,pik,p
2_10_01,de,e
2_10_01,de,d
2_10_01,l,l
2_10_01,o,o
2_10_01,ki,i
2_10_01,ki,k
2_10_01,pik,i
2_10_01,pik,k
2_10_01,pik,p
2_10_01,e,e
2_10_01,ajita,a
2_10_01,ajita,a
2_10_01,ajita,i
2_10_01,ajita,t
2_10_01,ajita,j
2_10_01,n1,n
2_10_01,n1,1
2_10_01,u,u
2_10_01,le,l
2_10_01,le,e
2_10_01,dø,d
2_10_01,dø,ø
2_10_01,ɔ,ɔ
2_10_01,la,a
2_10_01,la,l
2_10_01,ja,a
2_10_01,ja,j
2_10_01,kivi,i
2_10_01,kivi,i
2_10_01,kivi,k
2_10_01,kivi,v
2_10_01,i,i
2_10_01,fe,e
2_10_01,fe,f
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,ɔwa,a
2_10_01,ɔwa,ɔ
2_10_01,ɔwa,w
2_10_01,te,e
2_10_01,te,t
2_10_01,rəgaʁd,a
2_10_01,rəgaʁd,r
2_10_01,rəgaʁd,ə
2_10_01,rəgaʁd,d
2_10_01,rəgaʁd,g
2_10_01,ja,a
2_10_01,ja,j
2_10_01,l,l
2_10_01,o,o
2_10_01,ded0,e
2_10_01,ded0,d
2_10_01,ded0,d
2_10_01,ded0,0
2_10_01,jej,e
2_10_01,jej,j
2_10_01,jej,j
2_10_01,ja,a
2_10_01,ja,j
2_10_01,l,l
2_10_01,o,o
2_10_01,a,a
2_10_01,cameja,a
2_10_01,cameja,a
2_10_01,cameja,e
2_10_01,cameja,m
2_10_01,cameja,j
2_10_01,ɛ,ɛ
2_10_01,mwa,a
2_10_01,mwa,m
2_10_01,mwa,w
2_10_01,n1,n
2_10_01,n1,1
2_10_01,n0,0
2_10_01,n0,n
2_10_01,sɛkəsɛkɔ,s
2_10_01,sɛkəsɛkɔ,s
2_10_01,sɛkəsɛkɔ,ɛ
2_10_01,sɛkəsɛkɔ,ɛ
2_10_01,sɛkəsɛkɔ,ə
2_10_01,sɛkəsɛkɔ,k
2_10_01,sɛkəsɛkɔ,k
2_10_01,sɛkəsɛkɔ,ɔ
2_10_01,wi,i
2_10_01,wi,w
2_10_01,tus,s
2_10_01,tus,t
2_10_01,tus,u
2_10_01,sa,a
2_10_01,sa,s
2_10_01,œ,œ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,tus,s
2_10_01,tus,t
2_10_01,tus,u
2_10_01,sa,a
2_10_01,sa,s
2_10_01,wi,i
2_10_01,wi,w
2_10_01,wi,i
2_10_01,wi,w
2_10_01,a,a
2_10_01,cle,l
2_10_01,cle,e
2_10_01,la,a
2_10_01,la,l
2_10_01,œ,œ
2_10_01,vœ,v
2_10_01,vœ,œ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,vj2,v
2_10_01,vj2,2
2_10_01,vj2,j
2_10_01,1,1
2_10_01,pʁ0,p
2_10_01,pʁ0,0
2_10_01,kɔ,k
2_10_01,kɔ,ɔ
2_10_01,pø,p
2_10_01,pø,ø
2_10_01,kɔ,k
2_10_01,kɔ,ɔ
2_10_01,jə,ə
2_10_01,jə,j
2_10_01,pø,p
2_10_01,pø,ø
2_10_01,vwaʁ,a
2_10_01,vwaʁ,v
2_10_01,vwaʁ,w
2_10_01,le,l
2_10_01,le,e
2_10_01,kle,l
2_10_01,kle,e
2_10_01,kle,k
2_10_01,kœ,k
2_10_01,kœ,œ
2_10_01,vɛ,ɛ
2_10_01,vɛ,v
2_10_01,vɛ,ɛ
2_10_01,vɛ,v
2_10_01,vwaʁ,a
2_10_01,vwaʁ,v
2_10_01,vwaʁ,w
2_10_01,kɛkøkɔ,ɛ
2_10_01,kɛkøkɔ,k
2_10_01,kɛkøkɔ,k
2_10_01,kɛkøkɔ,k
2_10_01,kɛkøkɔ,ɔ
2_10_01,kɛkøkɔ,ø
2_10_01,kɛle,l
2_10_01,kɛle,e
2_10_01,kɛle,ɛ
2_10_01,kɛle,k
2_10_01,ve,e
2_10_01,ve,v
2_10_01,la,a
2_10_01,la,l
2_10_01,lɛ,l
2_10_01,lɛ,ɛ
2_10_01,cle,l
2_10_01,cle,e
2_10_01,ɛ,ɛ
2_10_01,cje,e
2_10_01,cje,j
2_10_01,la,a
2_10_01,la,l
2_10_01,kø,k
2_10_01,kø,ø
2_10_01,fe,e
2_10_01,fe,f
2_10_01,kø,k
2_10_01,kø,ø
2_10_01,kukwa,a
2_10_01,kukwa,k
2_10_01,kukwa,k
2_10_01,kukwa,u
2_10_01,kukwa,w
2_10_01,kəse,e
2_10_01,kəse,s
2_10_01,kəse,ə
2_10_01,kəse,k
2_10_01,a,a
2_10_01,pʁwat,a
2_10_01,pʁwat,t
2_10_01,pʁwat,p
2_10_01,pʁwat,w
2_10_01,ɔt,t
2_10_01,ɔt,ɔ
2_10_01,s0s,s
2_10_01,s0s,s
2_10_01,s0s,0
2_10_01,kukwa,a
2_10_01,kukwa,k
2_10_01,kukwa,k
2_10_01,kukwa,u
2_10_01,kukwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,0s1s,s
2_10_01,0s1s,s
2_10_01,0s1s,0
2_10_01,0s1s,1
2_10_01,plys,l
2_10_01,plys,s
2_10_01,plys,p
2_10_01,plys,y
2_10_01,ø,ø
2_10_01,s0s,s
2_10_01,s0s,s
2_10_01,s0s,0
2_10_01,l,l
2_10_01,ɔt,t
2_10_01,ɔt,ɔ
2_10_01,ɛ,ɛ
2_10_01,dø,d
2_10_01,dø,ø
2_10_01,m2,m
2_10_01,m2,2
2_10_01,kɔ,k
2_10_01,kɔ,ɔ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,kɔ,k
2_10_01,kɔ,ɔ
2_10_01,sa,a
2_10_01,sa,s
2_10_01,ɔ,ɔ
2_10_01,a,a
2_10_01,zyt,t
2_10_01,zyt,y
2_10_01,zyt,z
2_10_01,zyt,t
2_10_01,zyt,y
2_10_01,zyt,z
2_10_01,ɛ,ɛ
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,la,a
2_10_01,la,l
2_10_01,3,3
2_10_01,sɛ,s
2_10_01,sɛ,ɛ
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,la,a
2_10_01,la,l
2_10_01,ba,a
2_10_01,ba,b
2_10_01,ɛ,ɛ
2_10_01,ki,i
2_10_01,ki,k
2_10_01,sa,a
2_10_01,sa,s
2_10_01,a,a
2_10_01,ki,i
2_10_01,ki,k
2_10_01,sa,a
2_10_01,sa,s
2_10_01,tu,t
2_10_01,tu,u
2_10_01,sa,a
2_10_01,sa,s
2_10_01,sa,a
2_10_01,sa,s
2_10_01,ya,a
2_10_01,ya,y
2_10_01,ti,i
2_10_01,ti,t
2_10_01,aɛnje,a
2_10_01,aɛnje,e
2_10_01,aɛnje,ɛ
2_10_01,aɛnje,n
2_10_01,aɛnje,j
2_10_01,la,a
2_10_01,la,l
2_10_01,1,1
2_10_01,va,a
2_10_01,va,v
2_10_01,wu,u
2_10_01,wu,w
2_10_01,boku,k
2_10_01,boku,u
2_10_01,boku,o
2_10_01,boku,b
2_10_01,ɔ,ɔ
2_10_01,si,s
2_10_01,si,i
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,a,a
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,saː,a
2_10_01,saː,s
2_10_01,mɛ,ɛ
2_10_01,mɛ,m
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,n1,n
2_10_01,n1,1
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,d,d
2_10_01,la,a
2_10_01,la,l
2_10_01,sa,a
2_10_01,sa,s
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,sa,a
2_10_01,sa,s
2_10_01,lao,a
2_10_01,lao,l
2_10_01,lao,o
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,vwa,a
2_10_01,vwa,v
2_10_01,vwa,w
2_10_01,lao,a
2_10_01,lao,l
2_10_01,lao,o
2_10_01,lɔ,l
2_10_01,lɔ,ɔ
2_10_01,lao,a
2_10_01,lao,l
2_10_01,lao,o
2_10_01,vœ,v
2_10_01,vœ,œ
2_10_01,n0,0
2_10_01,n0,n
2_10_01,me,e
2_10_01,me,m
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,pa,a
2_10_01,pa,p
2_10_01,n0,0
2_10_01,n0,n
2_10_01,ø,ø
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,pa,a
2_10_01,pa,p
2_10_01,mwa,a
2_10_01,mwa,m
2_10_01,mwa,w
2_10_01,ø,ø
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,sa,a
2_10_01,sa,s
2_10_01,lao,a
2_10_01,lao,l
2_10_01,lao,o
2_10_01,me,e
2_10_01,me,m
2_10_01,si,s
2_10_01,si,i
2_10_01,yn,n
2_10_01,yn,y
2_10_01,aɛnjie,a
2_10_01,aɛnjie,e
2_10_01,aɛnjie,i
2_10_01,aɛnjie,ɛ
2_10_01,aɛnjie,n
2_10_01,aɛnjie,j
2_10_01,yn,n
2_10_01,yn,y
2_10_01,enje,e
2_10_01,enje,e
2_10_01,enje,n
2_10_01,enje,j
2_10_01,n1,n
2_10_01,n1,1
2_10_01,n1,n
2_10_01,n1,1
2_10_01,n1,n
2_10_01,n1,1
2_10_01,n1,n
2_10_01,n1,1
2_10_01,n1,n
2_10_01,n1,1
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,gʁɔs,s
2_10_01,gʁɔs,ɔ
2_10_01,gʁɔs,g
2_10_01,ɔ,ɔ
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,pas,a
2_10_01,pas,s
2_10_01,pas,p
2_10_01,s0ti,s
2_10_01,s0ti,i
2_10_01,s0ti,t
2_10_01,s0ti,0
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,pa,a
2_10_01,pa,p
2_10_01,t0ti,i
2_10_01,t0ti,t
2_10_01,t0ti,t
2_10_01,t0ti,0
2_10_01,ɔ,ɔ
2_10_01,w,w
2_10_01,e,e
2_10_01,ti,i
2_10_01,ti,t
2_10_01,pœʁ,p
2_10_01,pœʁ,œ
2_10_01,u,u
2_10_01,ʒ,ʒ
2_10_01,ɛ,ɛ
2_10_01,pœʁ,p
2_10_01,pœʁ,œ
2_10_01,ʒ,ʒ
2_10_01,ɛ,ɛ
2_10_01,pœʁ,p
2_10_01,pœʁ,œ
2_10_01,wi,i
2_10_01,wi,w
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,seʁɔ,e
2_10_01,seʁɔ,s
2_10_01,seʁɔ,ɔ
2_10_01,wɔ,ɔ
2_10_01,wɔ,w
2_10_01,il,l
2_10_01,il,i
2_10_01,ɛ,ɛ
2_10_01,u,u
2_10_01,ʁikɔlɔ,l
2_10_01,ʁikɔlɔ,i
2_10_01,ʁikɔlɔ,k
2_10_01,ʁikɔlɔ,ɔ
2_10_01,ʁikɔlɔ,ɔ
2_10_01,1,1
2_10_01,atap,a
2_10_01,atap,a
2_10_01,atap,t
2_10_01,atap,p
2_10_01,atʁap,a
2_10_01,atʁap,a
2_10_01,atʁap,t
2_10_01,atʁap,p
2_10_01,1,1
2_10_01,atap,a
2_10_01,atap,a
2_10_01,atap,t
2_10_01,atap,p
2_10_01,a,a
2_10_01,zi,i
2_10_01,zi,z
2_10_01,vwa,a
2_10_01,vwa,v
2_10_01,vwa,w
2_10_01,øː,ø
2_10_01,i,i
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,pa,a
2_10_01,pa,p
2_10_01,j,j
2_10_01,ɔ,ɔ
2_10_01,i,i
2_10_01,vø,v
2_10_01,vø,ø
2_10_01,pa,a
2_10_01,pa,p
2_10_01,bøː,b
2_10_01,bøː,ø
2_10_01,j,j
2_10_01,e,e
2_10_01,pœʁ,p
2_10_01,pœʁ,œ
2_10_01,ø,ø
2_10_01,tus,s
2_10_01,tus,t
2_10_01,tus,u
2_10_01,ipji,i
2_10_01,ipji,i
2_10_01,ipji,p
2_10_01,ipji,j
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,sa,a
2_10_01,sa,s
2_10_01,3kwae,a
2_10_01,3kwae,e
2_10_01,3kwae,k
2_10_01,3kwae,w
2_10_01,3kwae,3
2_10_01,s0ti,s
2_10_01,s0ti,i
2_10_01,s0ti,t
2_10_01,s0ti,0
2_10_01,kwa,a
2_10_01,kwa,k
2_10_01,kwa,w
2_10_01,z0ti,i
2_10_01,z0ti,t
2_10_01,z0ti,0
